P_MASS,P_RADIUS,P_DENSITY,P_GRAVITY,P_ESCAPE,P_TYPE,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,P_PERIASTRON,P_APASTRON,P_IMPACT_PARAMETER,P_HILL_SPHERE,S_MASS,S_RADIUS,S_LUMINOSITY,S_TEMPERATURE,S_AGE,S_METALLICITY,S_LOG_G,S_TYPE,S_MAG,S_SNOW_LINE,S_TIDAL_LOCK,P_DETECTION,P_DISTANCE
905.80981,4.491244742732757,5.350995349603714,20.538677353976844,8.313643199090121,0.0,655.59998,1.34,0.54,103.56888006337049,80.26758475920988,0.6164,2.0636,0.42542265904738863,0.088146747,0.31,0.74,0.23235856,4665.0,16723.63046628283,0.01,4.19,151.0,9.566,1.3014968,0.31222788,7.0,1.535372
3337.194,1.8705631778348613,100.50117351432439,232.31035981829982,22.407158886593443,0.0,10037.5,2.6,0.0,75.54125708719461,288.8239916511719,2.6,2.6,0.5756880420876378,1.4317782,0.02,1.8508714792033398,1.0605407e-06,580.5,232359.13858931587,0.0,4.72,45.0,13.235485990120017,0.0027805291,0.12522598,2.0,2.6
3994.7802,38.56467754731921,24.800921529016236,42.31474401284849,17.802119734026363,0.0,9998363.08139978,210.0,0.0,0.0,0.0,210.0,210.0,1483.4131925092636,47.294735,0.35,12.319316920687875,108.16088756758566,289.99281329079986,0.002,0.0,1.9936647856541672,189.0,9.520591475533694,16.67168763771611,0.089485465,2.0,210.0
3686.8048,36.40659915393548,11.51264966480884,9.99222987650349,9.746480872720179,0.0,8.9891,0.08171454599183109,0.25,50.5,31.0,0.061253249,0.10208875,0.6053698396076118,0.0098035544,0.9,10.08184409134566,109.02590210564028,3058.0660704848906,0.003,0.0,3.441201630664255,155.0,12.939,13.904205180527365,0.13116739,7.0,0.084223218
5403.076,24.662,0.36021036,8.8835079,14.801523,0.0,55793184.66204573,440.0,0.0,0.0,0.0,440.0,440.0,7357.78147651853,66.68514933894727,1.9565417146116968,6.609691554548967,182.39050824551967,0.0,0.002,0.35419153562625827,0.0,153.0,3.6545004687313187,16.864195200435322,0.22938652649569155,2.0,440.0
327.36284,16.7029,0.070251198,1.1733987,4.4270941,0.0,1.5089557,0.02535877380088805,0.0,85.1,104.53220840801023,0.025304732,0.025304732,0.3433641930923548,0.0017745526,0.95,1.11,1.3835742,5950.0,7138.336544800334,0.0,4.25,45.0,13.6,3.1758867,0.4535157,8.0,0.025304732
874.02701,10.8737,0.67981823,7.3921395,8.9654843,0.0,13.2406,0.1055,0.53,88.55,218.9,0.049585,0.161415,0.85,0.0049300026,0.89,0.79,0.37092578,5075.0,3.0,0.26,4.65,124.0,15.22,1.6443993,0.41324574,8.0,0.12031747
740.53925,16.0303,0.17977245,2.8818062,6.79678,0.0,2.99433,0.0436,0.0,83.17,162.89171067966655,0.0436,0.0436,0.818,0.0036435088,1.27,1.37,2.8924992,6440.0,2.0,0.0,4.22,28.0,12.939,4.5919843,0.43484159,8.0,0.0436
291.44828,16.1424,0.069287864,1.1184724,4.2490975,0.0,2.828042,0.04016,0.07,85.48,105.0,0.0373488,0.0429712,0.573,0.0024142066,1.08,1.12,1.1657036,5675.0,6.3,0.16,4.38,45.0,15.515,2.9151295,0.49879587,8.0,0.040258392
415.71903,9.92085,0.42574862,4.2237882,6.4732966,0.0,4.03519,0.051,0.0,88.02,118.99343143109505,0.051,0.051,0.374,0.0036995297,1.09,1.01,1.1416654,5945.0,1.635,0.01,4.46,45.0,15.039,2.8849161,0.39959492,8.0,0.051
2415.4928,12.2189,1.3240653,16.178622,14.060049,0.0,1.51214,0.027,0.0,79.6,19.246813957359507,0.027,0.027,0.86,0.0034790293,1.13,1.21,1.7400771,6035.0,4.2,0.05,4.35,39.0,16.033,3.5616235,0.47328841,8.0,0.027
170.03798,13.1157,0.075365314,0.98846885,3.6006195,0.0,5.35227,0.0618,0.33,85.01,168.41,0.041406,0.082194,0.825,0.0022227958,1.1,1.19,1.292934,5650.0,6.73,0.19,4.36,81.0,15.63,3.070096,0.50740909,8.0,0.06516501
772.32205,11.4342,0.51663173,5.9072705,8.2185712,0.0,3.7681,0.0461,0.0,88.34,0.0,0.0461,0.0461,0.18,0.0041758142,1.04,1.59,2.4588411,5740.0,10.7,0.0,4.4,57.0,15.46,4.233787,0.53802185,8.0,0.0461
1102.8632,14.6851,0.34824982,5.1140835,8.6660734,0.0,1.9000693,0.0295,0.08,86.5,130.7393433008563,0.02714,0.03186,0.4,0.0028531705,0.95,1.0,0.78466493,5440.0,0.0,0.0,4.4,104.0,15.0,2.3916955,0.4535157,8.0,0.0295944
352.78908,14.4609,0.11666193,1.6870365,4.9392375,0.0,3.89713,0.0518,0.047,88.0,123.89863324846868,0.0493654,0.0542346,0.24,0.0032742949,1.21,1.65,3.3552563,6090.0,5.0,0.0,4.07,39.0,14.007,4.945687,0.49848064,8.0,0.051857213
1102.8632,16.43386,0.24848655,4.0835931,8.1920204,0.0,1.7429935,0.02798,0.0143,88.08,102.0,0.027579886,0.028380114,0.221,0.0028893123,0.96,0.91,0.74278229,5625.0,2.7,0.050083152528011966,4.278510682141237,45.0,12.57,2.3269901,0.41643051,8.0,0.027982861
1366.6604,6.9834615719931135,50.60216526231402,106.78315010305278,8.824684078872195,0.0,9.24285,0.09,0.59,88.21,60.1,0.0369,0.1431,0.2746044350905591,0.0039209999,1.14,4.2057063097542775,32.7250562797181,2243.731455416869,97235.11264883666,0.0,4.1483465401012145,57.0,14.66,3.686352636268807,0.48193235,8.0,0.1056645
5403.076,17.38157713157093,176.85185966516303,343.8791764317881,28.661573329529602,0.0,1675.0,2.9,0.6,81.64801184239758,65.0,1.16,4.64,0.7554847785098742,0.19490454,1.14,1.9202707933595393,19.011626126355214,3084.390209992184,279103.2465044195,0.25147831751651717,5.270932815760686,57.0,14.66,2.1267428461826525,0.48193235,7.0,3.422
718.29129,14.573,0.23208854,3.3822263,7.0206256,0.0,2.72474,0.0417,0.0,86.8,336.333292044114,0.0417,0.0417,0.25,0.0034315597,1.29,1.95,5.0341323,6200.0,4.1,0.0,3.7,32.0,16.0,6.0579556,0.49266539,8.0,0.0417
12.077464,4.87635,0.10415764,0.50790912,1.573767,2.0,9.75598,0.092,0.077,89.749,210.0,0.084916,0.099084,0.012,0.0018878569,1.1,1.14,1.4486106,5939.0,3.3,0.17,4.36,69.0,13.944,3.2496725,0.45058292,8.0,0.092272734
889.91841,11.7705,0.54571445,6.4233319,8.6951612,0.0,3.6313,0.048,0.16,85.7,52.0,0.04032,0.05568,0.56,0.0037135349,1.14,1.61,2.8141578,5900.0,7.2,0.05,4.3,45.0,15.63,4.529372,0.51929627,8.0,0.0486144
5.7209041,3.6993,0.11300717,0.41804743,1.2435766,2.0,5.1134,0.056,0.0,86.5,138.546718196899,0.056,0.056,0.65,0.0010338265,0.91,0.86,0.39783807,4950.0,11.0,0.3,4.55,124.0,10.2902454944755,1.703009,0.51697644,8.0,0.056
27.968864,4.9324,0.23307729,1.1496304,2.381268,2.0,11.759,0.098,0.0,89.0,111.07144353078735,0.098,0.098,0.3,0.0030705942,0.91,0.86,0.39783807,4950.0,11.0,0.3,4.55,124.0,9.125741824308673,1.703009,0.51697644,8.0,0.098
85.813561,12.1068,0.048357942,0.58545994,2.6623385,0.0,4.86069,0.0578,0.0,84.5,188.19796202307464,0.0578,0.0578,0.94,0.0024779327,1.09,1.19,1.6886138,6040.0,4.5,0.0,4.31,36.0,11.484515703756545,3.5085602,0.47304496,8.0,0.0578
165.27056,14.1246,0.058649866,0.8284059,3.4206581,0.0,4.20474,0.0526,0.0,86.8,173.07855887423875,0.0526,0.0526,0.33,0.0028056099,1.09,1.79,2.8031216,5590.0,8.6,0.01,3.99,76.0,7.346726649560796,4.520482,0.52696699,8.0,0.0526
3302.233,11.28847,2.295633,25.914184,17.103552,0.0,3.57532,0.0476,0.065,86.7,96.80321578289514,0.044506,0.050694,0.54,0.0065224373,1.05,1.08,1.2663222,5900.0,4.21,0.0,4.4,55.0,15.54,3.0383365,0.46202799,8.0,0.047700555
